Protein IDs,Protein names,Gene,Intensity
O88986,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",Gcat,2360000000
O88990,Alpha-actinin-3,Actn3,349730000
O89017,Legumain,Lgmn,982870000
O89020;O89020-3;O89020-2;CON__REFSEQ:XP_585019,Afamin,Afm,159620000
O89023,Tripeptidyl-peptidase 1,Tpp1,578210000
O89050,Muskelin,Mkln1,7542600
O89051,"Integral membrane protein 2B;BRI2, membrane form;BRI2 intracellular domain;BRI2C, soluble form;Bri23 peptide",Itm2b,28224000
O89053,Coronin-1A,Coro1a,441850000
O89079,Coatomer subunit epsilon,Cope,382300000
O89086,RNA-binding protein 3,Rbm3,48351000
O89090-2;O89090,Transcription factor Sp1,Sp1,7620100
O89106,Bis(5-adenosyl)-triphosphatase,Fhit,27531000
O89110,Caspase-8;Caspase-8 subunit p18;Caspase-8 subunit p10,Casp8,125590000
O89112,LanC-like protein 1,Lancl1,83047000
P00186,Cytochrome P450 1A2,Cyp1a2,2159700000
P00329;Q8BZ47,Alcohol dehydrogenase 1,Adh1,88684000000
P00375,Dihydrofolate reductase,Dhfr,1442600000
P00397,Cytochrome c oxidase subunit 1,Mtco1,179690000
P00405,Cytochrome c oxidase subunit 2,Mtco2,4666300000
P00493,Hypoxanthine-guanine phosphoribosyltransferase,Hprt1,379540000
P00683,Ribonuclease pancreatic,Rnase1,20727000
P00687,Alpha-amylase 1,Amy1,12300000
P00688;CON__Q3MHH8,Pancreatic alpha-amylase,Amy2,6782800000
P00848,ATP synthase subunit a,Mtatp6,76781000
P00920,Carbonic anhydrase 2,Ca2,5710300000
P01027;P01027-2;CON__Q2UVX4,Complement C3;Complement C3 beta chain;C3-beta-c;Complement C3 alpha chain;C3a anaphylatoxin;Acylation stimulating protein;Complement C3b alpha chain;Complement C3c alpha chain fragment 1;Complement C3dg fragment;Complement C3g fragment;Complement C3d fragment;Complement C3f fragment;Complement C3c alpha chain fragment 2,C3,7272300000
P01029,Complement C4-B;Complement C4 beta chain;Complement C4 alpha chain;C4a anaphylatoxin;Complement C4 gamma chain,C4b,639120000
P01630,Ig kappa chain V-II region 7S34.1,,32556000
P01631,Ig kappa chain V-II region 26-10,,144270000
P01635,Ig kappa chain V-V region K2,,59467000
P01636,Ig kappa chain V-V region MOPC 149,,38686000
P01638;P01637,Ig kappa chain V-V region L6,,87241000
P01639,Ig kappa chain V-V region MOPC 41,Gm5571,5901400
P01645;P01644;P01646;P01647;P04946;P01648;P01643,Ig kappa chain V-V region HP 93G7;Ig kappa chain V-V region HP R16.7;Ig kappa chain V-V region HP 123E6;Ig kappa chain V-V region HP 124E1,,146910000
P01654;P01656;P01655,Ig kappa chain V-III region PC 2880/PC 1229;Ig kappa chain V-III region MOPC 70;Ig kappa chain V-III region PC 7132,,306170000
P01663;P01662,Ig kappa chain V-III region PC 4050;Ig kappa chain V-III region ABPC 22/PC 9245,,2950000
P01666;P01665;P01668;P01664;P01669;P01667,Ig kappa chain V-III region PC 7183;Ig kappa chain V-III region PC 7043;Ig kappa chain V-III region PC 7210;Ig kappa chain V-III region CBPC 101;Ig kappa chain V-III region PC 7769;Ig kappa chain V-III region PC 6308,,52085000
P01671;P01670;P01673;P01672;P01660;P01657;P01659,Ig kappa chain V-III region PC 7175;Ig kappa chain V-III region PC 6684;Ig kappa chain V-III region PC 2485/PC 4039,,16914000
P01679;P01678;P01677;P01676;P01675,Ig kappa chain V-VI region J539;Ig kappa chain V-VI region SAPC 10;Ig kappa chain V-VI region TEPC 601/TEPC 191;Ig kappa chain V-VI region XRPC 24;Ig kappa chain V-VI region XRPC 44,,11701000
P01680,Ig kappa chain V-IV region S107B,,71205000
P01723;P01727;P01729;P01726,Ig lambda-1 chain V region;Ig lambda-1 chain V region S43;Ig lambda-2 chain V region MOPC 315;Ig lambda-1 chain V region H2020,,203080000
P01728,Ig lambda-2 chain V region,,7105100
P01754;P01751;P01753;P06328;P01750;P01748;P01755,Ig heavy chain V region 1-62-3;Ig heavy chain V region B1-8/186-2;Ig heavy chain V region 186-1;Ig heavy chain V region VH558 B4;Ig heavy chain V region 102,Ighv1-62-3;Ighv1-72,71171000
P01783,Ig heavy chain V region MOPC 21,,15025000
P01786,Ig heavy chain V region MOPC 47A,,25516000
P01799;P01797;P01796;P01801;P01804;P01803;P01800;P01798;P01802,Ig heavy chain V-III region ABE-47N;Ig heavy chain V-III region U61;Ig heavy chain V-III region A4;Ig heavy chain V-III region J606;Ig heavy chain V-III region HPC76;Ig heavy chain V region AMPC1;Ig heavy chain V-III region T957;Ig heavy chain V-III region E109;Ig heavy chain V-III region W3082,,23422000
P01806;P01812;P01809;P01808;P01807,Ig heavy chain V region 441;Ig heavy chain V region MOPC 173;Ig heavy chain V region X24;Ig heavy chain V region T601;Ig heavy chain V region X44,,13933000
P01831,Thy-1 membrane glycoprotein,Thy1,8388000
P01837,Ig kappa chain C region,,6083200000
P01843,Ig lambda-1 chain C region,,114070000
P01844;P01845,Ig lambda-2 chain C region;Ig lambda-3 chain C region,Iglc2;Iglc3,9376600
P01864;P01863;P01865,Ig gamma-2A chain C region secreted form,,1489500000
P01867-2;P01867,Ig gamma-2B chain C region,Igh-3,1134700000
P01868;P01869,"Ig gamma-1 chain C region secreted form;Ig gamma-1 chain C region, membrane-bound form",Ighg1,490390000
P01872;P01872-2,Ig mu chain C region,Ighm,5237700000
P01878,Ig alpha chain C region,,65112000
P01887,Beta-2-microglobulin,B2m,1391800000
P01898;P01902,"H-2 class I histocompatibility antigen, Q10 alpha chain",H2-Q10,387740000
P01899;P01896;P01895-2;P01895;P01900;P14427,"H-2 class I histocompatibility antigen, D-B alpha chain",H2-D1,940080000
P01901;P04223-2;P04223;P14428;P03991,"H-2 class I histocompatibility antigen, K-B alpha chain",H2-K1,553000000
P01942;P06467,Hemoglobin subunit alpha,Hba,3.33E+11
P02088;P02089;CON__Q3SX09,Hemoglobin subunit beta-1;Hemoglobin subunit beta-2,Hbb-b1;Hbb-b2,2.63E+11
P84244;P02301,Histone H3.3;Histone H3.3C,H3f3a;H3f3c,1589600000
P02468,Laminin subunit gamma-1,Lamc1,10672000
P02469,Laminin subunit beta-1,Lamb1,4886100
P03888,NADH-ubiquinone oxidoreductase chain 1,Mtnd1,10217000
P03899,NADH-ubiquinone oxidoreductase chain 3,Mtnd3,13090000
P03921,NADH-ubiquinone oxidoreductase chain 5,Mtnd5,156780000
P03930,ATP synthase protein 8,Mtatp8,1165300000
P03940,Steroid 21-hydroxylase,Cyp21,382490000
P03953-2;P03953,Complement factor D,Cfd,1437300
P03958,Adenosine deaminase,Ada,53763000
P03977,Ig kappa chain V-III region 50S10.1,,11117000
P03987-2;P03987,Ig gamma-3 chain C region,,881190000
P04117;P24526;O08716,"Fatty acid-binding protein, adipocyte",Fabp4,1619300000
P04186;CON__Q3KUS7,Complement factor B;Complement factor B Ba fragment;Complement factor B Bb fragment,Cfb,518050000
P04247,Myoglobin,Mb,2206400000
P04627,Serine/threonine-protein kinase A-Raf,Araf,78796000
P04919-2;P04919,Band 3 anion transport protein,Slc4a1,1099900000
P04939;P11590,Major urinary protein 3,Mup3,345520000
P04945,Ig kappa chain V-VI region NQ2-6.1,,13315000
P05063,Fructose-bisphosphate aldolase C,Aldoc,105590000
P05064,Fructose-bisphosphate aldolase A,Aldoa,7573800000
P05132-2;P05132,cAMP-dependent protein kinase catalytic subunit alpha,Prkaca,160180000
P05201,"Aspartate aminotransferase, cytoplasmic",Got1,28751000000
P05202,"Aspartate aminotransferase, mitochondrial",Got2,38637000000
P05208,Chymotrypsin-like elastase family member 2A,Cela2a,163540000
P05213;Q3UX10,Tubulin alpha-1B chain,Tuba1b,363260000
P05622,Platelet-derived growth factor receptor beta,Pdgfrb,922600
P05977,"Myosin light chain 1/3, skeletal muscle isoform",Myl1,5272000000
P05977-2,"Myosin light chain 1/3, skeletal muscle isoform",Myl1,67711000
P06151;P00342,L-lactate dehydrogenase A chain,Ldha,20691000000
P06330;P01757;P01756;P01749;P06329;P03980,Ig heavy chain V region AC38 205.12,,800870000
P06537-5;P06537;P06537-2;P06537-3;P06537-4,Glucocorticoid receptor,Nr3c1,18633000
P06683,Complement component C9,C9,13542000
P06684;CON__Q1A7A4,Complement C5;Complement C5 beta chain;Complement C5 alpha chain;C5a anaphylatoxin;Complement C5 alpha chain,C5,67315000
P06728,Apolipoprotein A-IV,Apoa4,1658600000
P06745;CON__Q3ZBD7,Glucose-6-phosphate isomerase,Gpi,9825700000
P06795;P21447,Multidrug resistance protein 1B;Multidrug resistance protein 1A,Abcb1b;Abcb1a,23134000
P06797;Q9JI81,Cathepsin L1;Cathepsin L1 heavy chain;Cathepsin L1 light chain,Ctsl,143710000
P06800-3;P06800-2;P06800,Receptor-type tyrosine-protein phosphatase C,Ptprc,14177000
P06801,NADP-dependent malic enzyme,Me1,9976100000
P06802-2;P06802,Ectonucleotide pyrophosphatase/phosphodiesterase family member 1;Alkaline phosphodiesterase I;Nucleotide pyrophosphatase,Enpp1,294980000
P06909,Complement factor H,Cfh,612980000
P07091,Protein S100-A4,S100a4,32005000
P07146,Anionic trypsin-2,Prss2,213780000
P07309,Transthyretin,Ttr,2497800000
P07310,Creatine kinase M-type,Ckm,10928000000
P07356;REV__Q8BND4,Annexin A2,Anxa2,1501800000
P07361,Alpha-1-acid glycoprotein 2,Orm2,9288300
P07724;CON__P02768-1,Serum albumin,Alb,2.64E+11
P07742,Ribonucleoside-diphosphate reductase large subunit,Rrm1,18389000
P07743,BPI fold-containing family A member 2,Bpifa2,4489000
P07758,Alpha-1-antitrypsin 1-1,Serpina1a,48990000
P07759;Q80X76,Serine protease inhibitor A3K,Serpina3k,1278700000
P07901,Heat shock protein HSP 90-alpha,Hsp90aa1,6594900000
P08003,Protein disulfide-isomerase A4,Pdia4,7331700000
P08030,Adenine phosphoribosyltransferase,Aprt,498170000
P08032,"Spectrin alpha chain, erythrocytic 1",Spta1,1037700000
P08071,Lactotransferrin,Ltf,14828000
P08101-2;P08101-3;P08101;P08508,Low affinity immunoglobulin gamma Fc region receptor II,Fcgr2,106020000
P08113,Endoplasmin,Hsp90b1,32796000000
P08207,Protein S100-A10,S100a10,89979000
P08226,Apolipoprotein E,Apoe,3614600000
P08228,Superoxide dismutase [Cu-Zn],Sod1,72159000000
P08249,"Malate dehydrogenase, mitochondrial",Mdh2,20741000000
P08607,C4b-binding protein,C4bpa,11162000
P08752;B2RSH2;P18872-2;P18872;P20612;Q3V3I2;P50149;Q8CGK7,Guanine nucleotide-binding protein G(i) subunit alpha-2,Gnai2,318290000
P08775,DNA-directed RNA polymerase II subunit RPB1,Polr2a,15594000
P08905,Lysozyme C-2,Lyz2,31683000
P09055;P09055-2,Integrin beta-1,Itgb1,321550000
P09103,Protein disulfide-isomerase,P4hb,40901000000
P09405,Nucleolin,Ncl,3025100000
P09411;P09041,Phosphoglycerate kinase 1,Pgk1,31521000000
P09528,"Ferritin heavy chain;Ferritin heavy chain, N-terminally processed",Fth1,554350000
P09542,Myosin light chain 3,Myl3,905140000
P09671,"Superoxide dismutase [Mn], mitochondrial",Sod2,8760800000
P09803,Cadherin-1;E-Cad/CTF1;E-Cad/CTF2;E-Cad/CTF3,Cdh1,1477200
P09813,Apolipoprotein A-II;Proapolipoprotein A-II,Apoa2,3707000000
P09925,Surfeit locus protein 1,Surf1,13896000
P0C0A3,Charged multivesicular body protein 6,Chmp6,6907000
Q3THW5;P0C0S6,Histone H2A.V;Histone H2A.Z,H2afv;H2afz,301910000
P0C7N9,Proteasome assembly chaperone 4,Psmg4,11879000
P0C8B4,Uncharacterized protein C14orf142 homolog,,8255300
P0CG14,Chromosome transmission fidelity protein 8 homolog isoform 2,Chtf8,4586900
P0DN34,,,191210000
P0DN91;P0DN90;P0DN89;P0DN91-2;P0DN90-2;P0DN89-2,,,8012100
P0DOV1-2;P0DOV1;P0DOV2;Q8CGE8,Interferon-activable protein 205-A,Ifi205a,91132000
P0DP28;P0DP27;P0DP26;Q9D6P8,,,3711800000
P10107;A2BH40-4;A2BH40-2;A2BH40-3;A2BH40,Annexin A1,Anxa1,377550000
P10126,Elongation factor 1-alpha 1,Eef1a1,84977000000
P10493,Nidogen-1,Nid1,31475000
P10518,Delta-aminolevulinic acid dehydratase,Alad,3628900000
P10605,Cathepsin B;Cathepsin B light chain;Cathepsin B heavy chain,Ctsb,4539100000
P10630;P10630-2,"Eukaryotic initiation factor 4A-II;Eukaryotic initiation factor 4A-II, N-terminally processed",Eif4a2,1039600000
P10637;P10637-4;P10637-6;P10637-3;P10637-5;P10637-2,Microtubule-associated protein tau,Mapt,4878900
P10639,Thioredoxin,Txn,6508300000
P10649,Glutathione S-transferase Mu 1,Gstm1,1.22E+11
P10711;P10711-2,Transcription elongation factor A protein 1,Tcea1,214000000
P10833,Ras-related protein R-Ras,Rras,35777000
P10852;P10852-2,4F2 cell-surface antigen heavy chain,Slc3a2,37296000
Q8CGP2;Q8CGP1;Q64475;P10853;Q8CGP2-2;P70696,Histone H2B type 1-P;Histone H2B type 1-K;Histone H2B type 1-B;Histone H2B type 1-F/J/L;Histone H2B type 1-A,Hist1h2bp;Hist1h2bk;Hist1h2bb;Hist1h2bf;Hist1h2ba,2933800000
Q6ZWY9;Q64525;Q64478;P10854,Histone H2B type 1-C/E/G;Histone H2B type 2-B;Histone H2B type 1-H;Histone H2B type 1-M,Hist1h2bc;Hist2h2bb;Hist1h2bh;Hist1h2bm,57417000000
P10922,"Histone H1.0;Histone H1.0, N-terminally processed",H1f0,1346300000
P11031,Activated RNA polymerase II transcriptional coactivator p15,Sub1,162490000
P11087-2;P11087,Collagen alpha-1(I) chain,Col1a1,67723000
P11103;P11103-2,Poly [ADP-ribose] polymerase 1,Parp1,84712000
P11152,Lipoprotein lipase,Lpl,8335500
P11276,Fibronectin;Anastellin,Fn1,2091900000
P11352,Glutathione peroxidase 1,Gpx1,16280000000
P11404,"Fatty acid-binding protein, heart",Fabp3,261630000
P11438,Lysosome-associated membrane glycoprotein 1,Lamp1,372540000
P11499;REV__Q8BL66,Heat shock protein HSP 90-beta,Hsp90ab1,38708000000
P11531,Dystrophin,Dmd,64652000
P11589,Major urinary protein 2,Mup2,2001400000
P11609;P11610,Antigen-presenting glycoprotein CD1d1;Antigen-presenting glycoprotein CD1d2,Cd1d1;Cd1d2,183260000
P11672,Neutrophil gelatinase-associated lipocalin,Lcn2,6560100
P11688,Integrin alpha-5;Integrin alpha-5 heavy chain;Integrin alpha-5 light chain,Itga5,23638000
P11714,Cytochrome P450 2D9,Cyp2d9,19824000
P11725,"Ornithine carbamoyltransferase, mitochondrial",Otc,46227000000
P11835,Integrin beta-2,Itgb2,14619000
P11859,Angiotensinogen;Angiotensin-1;Angiotensin-2;Angiotensin-3;Angiotensin-4;Angiotensin 1-9;Angiotensin 1-7;Angiotensin 1-5;Angiotensin 1-4,Agt,34100000
P11862,Growth arrest-specific protein 2,Gas2,95211000
P11881-8;P11881-7;P11881-6;P11881-5;P11881-4;P11881-2;P11881-3;P11881,"Inositol 1,4,5-trisphosphate receptor type 1",Itpr1,5667700
P11930,"Nucleoside diphosphate-linked moiety X motif 19, mitochondrial",Nudt19,476350000
P11983;P11983-2,T-complex protein 1 subunit alpha,Tcp1,2987800000
P12242,Mitochondrial brown fat uncoupling protein 1,Ucp1,21326000
P12246,Serum amyloid P-component,Apcs,23475000
P12265,Beta-glucuronidase,Gusb,157620000
P12367,cAMP-dependent protein kinase type II-alpha regulatory subunit,Prkar2a,942080000
P12382;Q9WUA3-2,"ATP-dependent 6-phosphofructokinase, liver type",Pfkl,356900000
P12710,"Fatty acid-binding protein, liver",Fabp1,43659000000
P12787,"Cytochrome c oxidase subunit 5A, mitochondrial",Cox5a,6634900000
P12790;P12791,Cytochrome P450 2B9,Cyp2b9,1660500000
P12791-2,Cytochrome P450 2B10,Cyp2b10,7336500
P12815;P12815-2,Programmed cell death protein 6,Pdcd6,332190000
P12970,60S ribosomal protein L7a,Rpl7a,1143100000
P13020-2;P13020;CON__Q3SX14,Gelsolin,Gsn,863880000
P13412,"Troponin I, fast skeletal muscle",Tnni2,781540000
P13439,Uridine 5-monophosphate synthase;Orotate phosphoribosyltransferase;Orotidine 5-phosphate decarboxylase,Umps,608430000
P13516;Q6T707;Q99PL7;P13011,Acyl-CoA desaturase 1;Acyl-CoA desaturase 2,Scd1;Scd4;Scd3;Scd2,187120000
P13541,Myosin-3,Myh3,161670000
P13542,Myosin-8,Myh8,1945300000
P13597-2;P13597,Intercellular adhesion molecule 1,Icam1,95357000
P13634,Carbonic anhydrase 1,Ca1,1319200000
P13707,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic",Gpd1,7484600000
P13745;P10648,"Glutathione S-transferase A1;Glutathione S-transferase A1, N-terminally processed;Glutathione S-transferase A2",Gsta1;Gsta2,1041100000
P14069,Protein S100-A6,S100a6,89267000
P14094,Sodium/potassium-transporting ATPase subunit beta-1,Atp1b1,495500000
P14115,60S ribosomal protein L27a,Rpl27a,1624900000
P14131,40S ribosomal protein S16,Rps16,1071800000
P14148,60S ribosomal protein L7,Rpl7,1594500000
P14152,"Malate dehydrogenase, cytoplasmic",Mdh1,46871000000
P14206,40S ribosomal protein SA,Rpsa,3597800000
P14211,Calreticulin,Calr,18924000000
P14246,"Solute carrier family 2, facilitated glucose transporter member 2",Slc2a2,808640000
P14429;P14430;P14431,"H-2 class I histocompatibility antigen, Q7 alpha chain;H-2 class I histocompatibility antigen, Q8 alpha chain;H-2 class I histocompatibility antigen, Q9 alpha chain",H2-Q7;H2-Q8;H2-Q9,4462100
P14434;P14438;P14437;P14436;P14435;P23150;P04228;P01910;P04227,"H-2 class II histocompatibility antigen, A-B alpha chain;H-2 class II histocompatibility antigen, A-U alpha chain;H-2 class II histocompatibility antigen, A-S alpha chain;H-2 class II histocompatibility antigen, A-R alpha chain;H-2 class II histocompatibility antigen, A-F alpha chain;H-2 class II histocompatibility antigen, I-E alpha chain;H-2 class II histocompatibility antigen, A-D alpha chain;H-2 class II histocompatibility antigen, A-K alpha chain",H2-Aa,27391000
P14576;P14576-2,Signal recognition particle 54 kDa protein,Srp54,584980000
P14602-2;P14602;P14602-3,Heat shock protein beta-1,Hspb1,90778000
P14685,26S proteasome non-ATPase regulatory subunit 3,Psmd3,667920000
P14733,Lamin-B1,Lmnb1,4320400000
P14824,Annexin A6,Anxa6,13504000000
P14847,C-reactive protein,Crp,15674000
P14869,60S acidic ribosomal protein P0,Rplp0,4822100000
P14901,Heme oxygenase 1,Hmox1,20603000
P15105,Glutamine synthetase,Glul,51218000000
P15116;P39038,Cadherin-2,Cdh2,194700000
P15208,Insulin receptor;Insulin receptor subunit alpha;Insulin receptor subunit beta,Insr,57218000
P15327,Bisphosphoglycerate mutase,Bpgm,735400000
P15392,Cytochrome P450 2A4,Cyp2a4,71684000
P15508,"Spectrin beta chain, erythrocytic",Sptb,1247000000
P15532,Nucleoside diphosphate kinase A,Nme1,8245300000
P15539,"Cytochrome P450 11B2, mitochondrial",Cyp11b2,35366000
P15626,Glutathione S-transferase Mu 2,Gstm2,6675500000
P15864;Q07133,Histone H1.2,Hist1h1c,7787400000
P16014,Secretogranin-1;CCB peptide;PE-11,Chgb,215140000
P16015,Carbonic anhydrase 3,Ca3,66814000000
P16045,Galectin-1,Lgals1,609630000
P16056,Hepatocyte growth factor receptor,Met,8682700
P16110,Galectin-3,Lgals3,135490000
P16125,L-lactate dehydrogenase B chain,Ldhb,447980000
P16254,"Signal recognition particle 14 kDa protein;Signal recognition particle 14 kDa protein, N-terminally processed",Srp14,109210000
P16294,Coagulation factor IX;Coagulation factor IXa light chain;Coagulation factor IXa heavy chain,F9,67376000
P16301,Phosphatidylcholine-sterol acyltransferase,Lcat,47597000
P16330-2;P16330,"2,3-cyclic-nucleotide 3-phosphodiesterase",Cnp,45540000
P16331,Phenylalanine-4-hydroxylase,Pah,19552000000
P16332,"Methylmalonyl-CoA mutase, mitochondrial",Mut,3776900000
P16406,Glutamyl aminopeptidase,Enpep,778300000
P16460,Argininosuccinate synthase,Ass1,2.09E+11
P16546;REV__Q6NZJ6-2;REV__Q6NZJ6,"Spectrin alpha chain, non-erythrocytic 1",Sptan1,4793100000
P16546-2,"Spectrin alpha chain, non-erythrocytic 1",Sptan1,6995700
P16675,Lysosomal protective protein;Lysosomal protective protein 32 kDa chain;Lysosomal protective protein 20 kDa chain,Ctsa,512670000
P16858;Q64467,Glyceraldehyde-3-phosphate dehydrogenase,Gapdh,90711000000
P17047-3;P17047;P17047-2,Lysosome-associated membrane glycoprotein 2,Lamp2,896650000
P17095;P17095-1,High mobility group protein HMG-I/HMG-Y,Hmga1,181660000
P17156,Heat shock-related 70 kDa protein 2,Hspa2,25887000
P17182,Alpha-enolase,Eno1,46775000000
P17225;B2RU80,Polypyrimidine tract-binding protein 1,Ptbp1,1495600000
P17426-2;P17426,AP-2 complex subunit alpha-1,Ap2a1,199710000
P17427,AP-2 complex subunit alpha-2,Ap2a2,1405600000
P17439,Glucosylceramidase,Gba,58756000
P17563,Selenium-binding protein 1,Selenbp1,29355000000
P17665,"Cytochrome c oxidase subunit 7C, mitochondrial",Cox7c,4148700000
P17710-3;P17710-4;P17710;P17710-2,Hexokinase-1,Hk1,19257000
P17717,UDP-glucuronosyltransferase 2B17,Ugt2b17,2789900000
P17742,"Peptidyl-prolyl cis-trans isomerase A;Peptidyl-prolyl cis-trans isomerase A, N-terminally processed",Ppia,13233000000
P17751,Triosephosphate isomerase,Tpi1,21272000000
P17879;Q61696,Heat shock 70 kDa protein 1B;Heat shock 70 kDa protein 1A,Hspa1b;Hspa1a,375410000
P17918,Proliferating cell nuclear antigen,Pcna,96209000
P18052-2;P18052,Receptor-type tyrosine-protein phosphatase alpha,Ptpra,6101300
P18242,Cathepsin D,Ctsd,2079900000
P18526;P18524,Ig heavy chain V region 345;Ig heavy chain V region RF,,9719700
P18525,Ig heavy chain V region 5-84,,2002800
P18572-2;P18572,Basigin,Bsg,806230000
P18581;P18581-2,Cationic amino acid transporter 2,Slc7a2,63662000
P18653;Q7TPS0-2;Q9WUT3;Q7TPS0-3;Q7TPS0,Ribosomal protein S6 kinase alpha-1,Rps6ka1,11737000
P18654,Ribosomal protein S6 kinase alpha-3,Rps6ka3,2901400
P18760,Cofilin-1,Cfl1,4614900000
P19096,Fatty acid synthase;[Acyl-carrier-protein] S-acetyltransferase;[Acyl-carrier-protein] S-malonyltransferase;3-oxoacyl-[acyl-carrier-protein] synthase;3-oxoacyl-[acyl-carrier-protein] reductase;3-hydroxyacyl-[acyl-carrier-protein] dehydratase;Enoyl-[acyl-carrier-protein] reductase;Oleoyl-[acyl-carrier-protein] hydrolase,Fasn,72944000000
